Clements_genus,Clements_species,Clements_subspecies,Clements_binomial,Clements_trinomial,Harvey_tipnamecodes,Harvey_matrix.species,Harvey_matrix.subspecies,Harvey_Clements_species,Taxonomic_Comments,Migratory_status,Direction,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Doublechecked,Doublechecked by MM
Myiarchus,tyrannulus,insularum,Myiarchus tyrannulus,Myiarchus tyrannulus insularum,NA,NA,NA,NA,,directional migratory,boreal,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"few records of definite migratns because virtually all migration occurs within areas of breeding, wintering, or residency.",1,1
Myiarchus,tyrannulus,magister,Myiarchus tyrannulus,Myiarchus tyrannulus magister,NA,NA,NA,NA,,directional migratory,boreal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"few records of definite migratns because virtually all migration occurs within areas of breeding, wintering, or residency.",1,1
Myiarchus,tyrannulus,tyrannulus,Myiarchus tyrannulus,Myiarchus tyrannulus tyrannulus,Myiar_tyrlus_L38002; Myiar_tyrlus_LSU22558,Myiarchus tyrannulus,tyrannulus,Myiarchus_tyrannulus,,directional migratory,boreal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"few records of definite migratns because virtually all migration occurs within areas of breeding, wintering, or residency.",1,1
Myiarchus,validus,NA,Myiarchus validus,Myiarchus validus,Myiar_valdus_ROM109657,Myiarchus validus,?,Myiarchus_validus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably sedentary,1,1
Myiarchus,venezuelensis,NA,Myiarchus venezuelensis,Myiarchus venezuelensis,Myiar_vensis_ICN36064,Myiarchus venezuelensis,-,Myiarchus_venezuelensis,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiarchus,yucatanensis,lanyoni,Myiarchus yucatanensis,Myiarchus yucatanensis lanyoni,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably resident,1,1
Myiarchus,yucatanensis,navai,Myiarchus yucatanensis,Myiarchus yucatanensis navai,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably resident,1,1
Myiarchus,yucatanensis,yucatanensis,Myiarchus yucatanensis,Myiarchus yucatanensis yucatanensis,Myiar_yucat_K1880,Myiarchus yucatanensis,yucatanensis,Myiarchus_yucatanensis,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,presumably resident,1,1
Myiodynastes,bairdii,NA,Myiodynastes bairdii,Myiodynastes bairdii,Myiodyn_bai_L5137,Myiodynastes bairdii,-,Myiodynastes_bairdii,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiodynastes,chrysocephalus,chrysocephalus,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus chrysocephalus,Myiodyn_chrlus_L22815,Myiodynastes chrysocephalus,chrysocephalus,Myiodynastes_chrysocephalus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"not well known, some seasonal movement likely",1,1
Myiodynastes,chrysocephalus,cinerascens,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus cinerascens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"In Venezuelan Andex said to be erratic and scarce in Jan-Mar, but especially vocal and conspicuous in June and July. not well known, some seasonal movement likely",1,1
Myiodynastes,chrysocephalus,minor,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus minor,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"not well known, some seasonal movement likely",1,1
Myiodynastes,hemichrysus,NA,Myiodynastes hemichrysus,Myiodynastes hemichrysus,Myiodyn_hemchry_L28199,Myiodynastes hemichrysus,-,Myiodynastes_hemichrysus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiodynastes,luteiventris,NA,Myiodynastes luteiventris,Myiodynastes luteiventris,Myiodyn_lutei_L28865,Myiodynastes luteiventris,-,Myiodynastes_luteiventris,,directional migratory,boreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Myiodynastes,maculatus,chapmani,Myiodynastes maculatus,Myiodynastes maculatus chapmani,Myiodyn_mactus_LSUMZ66057,Myiodynastes maculatus,chapmani,Myiodynastes_maculatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiodynastes,maculatus,difficilis,Myiodynastes maculatus,Myiodynastes maculatus difficilis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiodynastes,maculatus,insolens,Myiodynastes maculatus,Myiodynastes maculatus insolens,NA,NA,NA,NA,,directional migratory,boreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Myiodynastes,maculatus,maculatus,Myiodynastes maculatus,Myiodynastes maculatus maculatus,Myiodyn_mactus_SB13961,Myiodynastes maculatus,maculatus,Myiodynastes_maculatus,,resident,resident,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Myiodynastes,maculatus,nobilis,Myiodynastes maculatus,Myiodynastes maculatus nobilis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiodynastes,maculatus,solitarius,Myiodynastes maculatus,Myiodynastes maculatus solitarius,Myiodyn_mactus_LSUMZ42518,Myiodynastes maculatus,solitarius,Myiodynastes_maculatus,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Myiodynastes,maculatus,tobagensis,Myiodynastes maculatus,Myiodynastes maculatus tobagensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,caniceps,absita,Myiopagis caniceps,Myiopagis caniceps absita,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"no migration recorded, but only detected in May, Oct & Dec in SW Colombia",1,1
Myiopagis,caniceps,caniceps,Myiopagis caniceps,Myiopagis caniceps caniceps,Myiopag_canic_L6656,Myiopagis caniceps,caniceps,Myiopagis_caniceps,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Withdrawal from extreme S of range in austral winger,1,1
Myiopagis,caniceps,cinerea,Myiopagis caniceps,Myiopagis caniceps cinerea,Myiopag_canic_L42803,Myiopagis caniceps,cinerea,Myiopagis_caniceps,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Probable migrant with resident population in Bolivia,1,1
Myiopagis,caniceps,parambae,Myiopagis caniceps,Myiopagis caniceps parambae,Myiopag_canic_L29982,Myiopagis caniceps,parambae,Myiopagis_caniceps,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"no migration recorded, but only detected in May, Oct & Dec in SW Colombia",1,1
Myiopagis,cotta,NA,Myiopagis cotta,Myiopagis cotta,,Myiopagis cotta,,Myiopagis_cotta,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,flavivertex,NA,Myiopagis flavivertex,Myiopagis flavivertex,Myiopag_flavtex_L42911,Myiopagis flavivertex,-,Myiopagis_flavivertex,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,apparently resident,1,1
Myiopagis,gaimardii,bogotensis,Myiopagis gaimardii,Myiopagis gaimardii bogotensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,gaimardii,gaimardii,Myiopagis gaimardii,Myiopagis gaimardii gaimardii,Myiopag_gaim_L22839,Myiopagis gaimardii,gaimardii,Myiopagis_gaimardii,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,gaimardii,guianensis,Myiopagis gaimardii,Myiopagis gaimardii guianensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,gaimardii,macilvainii,Myiopagis gaimardii,Myiopagis gaimardii macilvainii,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,gaimardii,trinitatis,Myiopagis gaimardii,Myiopagis gaimardii trinitatis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,olallai,coopmansi,Myiopagis olallai,Myiopagis olallai coopmansi,Myiopag_olall_HAMC713,Myiopagis olallai,coopmansi,Myiopagis_olallai,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (HBW map year-round)",1,1
Myiopagis,olallai,incognita,Myiopagis olallai,Myiopagis olallai incognita,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (HBW map year-round)",1,1
Myiopagis,olallai,olallai,Myiopagis olallai,Myiopagis olallai olallai,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, presumed resident (HBW map year-round)",1,1
Myiopagis,subplacens,NA,Myiopagis subplacens,Myiopagis subplacens,Myiopag_subcen_L5214,Myiopagis subplacens,-,Myiopagis_subplacens,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,accola,Myiopagis viridicata,Myiopagis viridicata accola,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,implacens,Myiopagis viridicata,Myiopagis viridicata implacens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Some apparent dispersal during non breeding season in western Ecuador,1,1
Myiopagis,viridicata,jaliscensis,Myiopagis viridicata,Myiopagis viridicata jaliscensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,minima,Myiopagis viridicata,Myiopagis viridicata minima,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,pacifica,Myiopagis viridicata,Myiopagis viridicata pacifica,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,pallens,Myiopagis viridicata,Myiopagis viridicata pallens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,placens,Myiopagis viridicata,Myiopagis viridicata placens,Myiopag_virata_K1914,Myiopagis viridicata,placens,Myiopagis_viridicata,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,restricta,Myiopagis viridicata,Myiopagis viridicata restricta,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiopagis,viridicata,viridicata,Myiopagis viridicata,Myiopagis viridicata viridicata,Myiopag_virata_LSU18455,Myiopagis viridicata,viridicata,Myiopagis_viridicata,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Southernmost breeding populations are migratory,1,1
Myiopagis,viridicata,zuliae,Myiopagis viridicata,Myiopagis viridicata zuliae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,cryptoxanthus,NA,Myiophobus cryptoxanthus,Myiophobus cryptoxanthus,Myiopho_cryxan_LSU5964,Myiophobus cryptoxanthus,-,Myiophobus_cryptoxanthus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,fasciatus,auriceps,Myiophobus fasciatus,Myiophobus fasciatus auriceps,NA,NA,NA,NA,,directional migratory,austral,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,S populations migratory and also move downslope in Bolivia,1,1
Myiophobus,fasciatus,crypterythrus,Myiophobus fasciatus,Myiophobus fasciatus crypterythrus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,fasciatus,fasciatus,Myiophobus fasciatus,Myiophobus fasciatus fasciatus,Myiopho_fastus_GCN1412,Myiophobus fasciatus,fasciatus,Myiophobus_fasciatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,fasciatus,flammiceps,Myiophobus fasciatus,Myiophobus fasciatus flammiceps,NA,NA,NA,NA,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,S populations migratory,1,1
Myiophobus,fasciatus,furfurosus,Myiophobus fasciatus,Myiophobus fasciatus furfurosus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,fasciatus,rufescens,Myiophobus fasciatus,Myiophobus fasciatus rufescens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,fasciatus,saturatus,Myiophobus fasciatus,Myiophobus fasciatus saturatus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,flavicans,caripensis,Myiophobus flavicans,Myiophobus flavicans caripensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,flavicans,flavicans,Myiophobus flavicans,Myiophobus flavicans flavicans,Myiopho_flavns_L33885,Myiophobus flavicans,flavicans,Myiophobus_flavicans,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,flavicans,perijanus,Myiophobus flavicans,Myiophobus flavicans perijanus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,flavicans,superciliosus,Myiophobus flavicans,Myiophobus flavicans superciliosus,Myiopho_flavns_LSU1776,Myiophobus flavicans,superciliosus,Myiophobus_flavicans,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,flavicans,venezuelanus,Myiophobus flavicans,Myiophobus flavicans venezuelanus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,inornatus,NA,Myiophobus inornatus,Myiophobus inornatus,Myiopho_inotus_LSUMZ98534,Myiophobus inornatus,,Myiophobus_inornatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,phoenicomitra,litae,Myiophobus phoenicomitra,Myiophobus phoenicomitra litae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,phoenicomitra,phoenicomitra,Myiophobus phoenicomitra,Myiophobus phoenicomitra phoenicomitra,Myiopho_photra_L5601,Myiophobus phoenicomitra,phoenicomitra,Myiophobus_phoenicomitra,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Myiophobus,roraimae,roraimae,Myiophobus roraimae,Myiophobus roraimae roraimae,Myiopho_rormae_A12334,Myiophobus roraimae,roraimae,Myiophobus_roraimae,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,roraimae,rufipennis,Myiophobus roraimae,Myiophobus roraimae rufipennis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiophobus,roraimae,sadiecoatsae,Myiophobus roraimae,Myiophobus roraimae sadiecoatsae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiornis,albiventris,NA,Myiornis albiventris,Myiornis albiventris,Myiorn_albtri_40513; Myiorn_albtri_46059; Myiorn_albtri_46229; Myiorn_albtri_58394; Myiorn_albtri_L58401; Myiorn_albtri_LSU40633,Myiornis albiventris,,Myiornis_albiventris,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiornis,atricapillus,NA,Myiornis atricapillus,Myiornis atricapillus,Myiorn_atrpil_LSUMZ30018; Myiorn_atrpil_LSUMZ46608,Myiornis atricapillus,-,Myiornis_atricapillus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiornis,auricularis,auricularis,Myiornis auricularis,Myiornis auricularis auricularis,Myiorn_aurris_K3820; Myiorn_aurris_25832,Myiornis auricularis,auricularis,Myiornis_auricularis,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiornis,auricularis,cinereicollis,Myiornis auricularis,Myiornis auricularis cinereicollis,Myiorn_aurris_MZU79943; Myiorn_aurris_MZU79944; Myiorn_aurris_MZU79945; Myiorn_aurris_MZU80464; Myiorn_aurris_MZU86003; Myiorn_aurris_MZU91462; Myiorn_aurris_MZU94449; Myiorn_aurris_MZUAMG055; Myiorn_aurris_MZUBOR1429; Myiorn_aurris_MZUBOR1430; Myiorn_aurris_MZUBOR1431; Myiorn_aurris_MZUCMAL21; Myiorn_aurris_MZUCMAL29; Myiorn_aurris_MZUCMAL34; Myiorn_aurris_MZUCMAL46; Myiorn_aurris_MZUCMAL50; Myiorn_aurris_MZUCMAL53; Myiorn_aurris_MZUFRAPQP04; Myiorn_aurris_MZUFRAPQP05; Myiorn_aurris_MZUMY02; Myiorn_aurris_MZUMY03; Myiorn_aurris_MZUMY04; Myiorn_aurris_MZUMY05; Myiorn_aurris_MZUMY12; Myiorn_aurris_MZUMY13; Myiorn_aurris_MZUMY16; Myiorn_aurris_MZUMY17; Myiorn_aurris_MZUMY18; Myiorn_aurris_MZUMY23; Myiorn_aurris_MZUMY24; Myiorn_aurris_MZUMY26; Myiorn_aurris_MZUMY27; Myiorn_aurris_MZUMY36; Myiorn_aurris_MZUMY37; Myiorn_aurris_MZUMY38,Myiornis auricularis,cinereicollis,Myiornis_auricularis,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiornis,ecaudatus,ecaudatus,Myiornis ecaudatus,Myiornis ecaudatus ecaudatus,Myiorn_ecau_SP90142,Myiornis ecaudatus,ecaudatus,Myiornis_ecaudatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiornis,ecaudatus,miserabilis,Myiornis ecaudatus,Myiornis ecaudatus miserabilis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,fumigatus,cajamarcae,Myiotheretes fumigatus,Myiotheretes fumigatus cajamarcae,Myiothe_fumgat_LSUMZ1853,Myiotheretes fumigatus,cajamarcae,Myiotheretes_fumigatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,fumigatus,fumigatus,Myiotheretes fumigatus,Myiotheretes fumigatus fumigatus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,fumigatus,lugubris,Myiotheretes fumigatus,Myiotheretes fumigatus lugubris,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,fumigatus,olivaceus,Myiotheretes fumigatus,Myiotheretes fumigatus olivaceus,Myiothe_fumgat_IAvHBTAMC872,Myiotheretes fumigatus,NA,Myiotheretes_fumigatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,fuscorufus,NA,Myiotheretes fuscorufus,Myiotheretes fuscorufus,Myiothe_fusfus_L1837,Myiotheretes fuscorufus,-,Myiotheretes_fuscorufus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,pernix,NA,Myiotheretes pernix,Myiotheretes pernix,Myiothe_pernix_USNM387496,Myiotheretes pernix,?,Myiotheretes_pernix,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotheretes,striaticollis,pallidus,Myiotheretes striaticollis,Myiotheretes striaticollis pallidus,Myiothe_strcol_L38280,Myiotheretes striaticollis,pallidus,Myiotheretes_striaticollis,,resident,resident,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"resident, some seasonal altitud movement reported",1,1
Myiotheretes,striaticollis,striaticollis,Myiotheretes striaticollis,Myiotheretes striaticollis striaticollis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"resident, some seasonal altitud movement reported",1,1
Myiotriccus,ornatus,aureiventris,Myiotriccus ornatus,Myiotriccus ornatus aureiventris,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotriccus,ornatus,ornatus,Myiotriccus ornatus,Myiotriccus ornatus ornatus,Myiotri_orntus_H4556,Myiotriccus ornatus,ornatus,Myiotriccus_ornatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotriccus,ornatus,phoenicurus,Myiotriccus ornatus,Myiotriccus ornatus phoenicurus,Myiotri_orntus_L43994,Myiotriccus ornatus,phoenicurus,Myiotriccus_ornatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiotriccus,ornatus,stellatus,Myiotriccus ornatus,Myiotriccus ornatus stellatus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,cayanensis,cayanensis,Myiozetetes cayanensis,Myiozetetes cayanensis cayanensis,Myioze_caysis_GCN983; Myioze_caysis_L9221,Myiozetetes cayanensis,cayanensis,Myiozetetes_cayanensis,,resident,resident,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"not well known, numbers appear to fluctuate seasonally S of Orinoco",1,1
Myiozetetes,cayanensis,erythropterus,Myiozetetes cayanensis,Myiozetetes cayanensis erythropterus,NA,NA,NA,NA,,resident,resident,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"not well known, numbers appear to fluctuate seasonally S of Orinoco",1,1
Myiozetetes,cayanensis,hellmayri,Myiozetetes cayanensis,Myiozetetes cayanensis hellmayri,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,cayanensis,rufipennis,Myiozetetes cayanensis,Myiozetetes cayanensis rufipennis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,granadensis,granadensis,Myiozetetes granadensis,Myiozetetes granadensis granadensis,Myioze_graden_L41630,Myiozetetes granadensis,granadensis,Myiozetetes_granadensis,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"not well known, probably mainly resident",1,1
Myiozetetes,granadensis,obscurior,Myiozetetes granadensis,Myiozetetes granadensis obscurior,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"not well known, probably mainly resident",1,1
Myiozetetes,granadensis,occidentalis,Myiozetetes granadensis,Myiozetetes granadensis occidentalis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"not well known, probably mainly resident",1,1
Myiozetetes,luteiventris,luteiventris,Myiozetetes luteiventris,Myiozetetes luteiventris luteiventris,Myioze_lutei_LSU40646; Myioze_lutei_LSUMZ8953,Myiozetetes luteiventris,luteiventris,Myiozetetes_luteiventris,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"poorly known, considered to wander widely and may be partially migratory",1,1
Myiozetetes,luteiventris,septentrionalis,Myiozetetes luteiventris,Myiozetetes luteiventris septentrionalis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"poorly known, considered to wander widely and may be partially migratory",1,1
Myiozetetes,similis,columbianus,Myiozetetes similis,Myiozetetes similis columbianus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,similis,grandis,Myiozetetes similis,Myiozetetes similis grandis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,similis,hesperis,Myiozetetes similis,Myiozetetes similis hesperis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,similis,pallidiventris,Myiozetetes similis,Myiozetetes similis pallidiventris,NA,NA,NA,NA,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,said to be migratory in SE Brazil,1,1
Myiozetetes,similis,primulus,Myiozetetes similis,Myiozetetes similis primulus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Myiozetetes,similis,similis,Myiozetetes similis,Myiozetetes similis similis,Myioze_simi_L10837,Myiozetetes similis,similis,Myiozetetes_similis,,directional migratory,longitudinal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,migratory in llanos,1,1
Myiozetetes,similis,texensis,Myiozetetes similis,Myiozetetes similis texensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Neopipo,cinnamomea,cinnamomea,Neopipo cinnamomea,Neopipo cinnamomea cinnamomea,Neopip_cinmom_L42825,Neopipo cinnamomea,cinnamomea,Neopipo_cinnamomea,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Neopipo,cinnamomea,helenae,Neopipo cinnamomea,Neopipo cinnamomea helenae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Neoxolmis,rufiventris,NA,Neoxolmis rufiventris,Neoxolmis rufiventris,Neoxol_ruftri_L70016; Neoxol_ruftri_LSU14025,Neoxolmis rufiventris,-,Neoxolmis_rufiventris,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Nephelomyias,lintoni,NA,Nephelomyias lintoni,Nephelomyias lintoni,Nephel_linton_L33971,Nephelomyias lintoni,-,Nephelomyias_lintoni,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Nephelomyias,ochraceiventris,NA,Nephelomyias ochraceiventris,Nephelomyias ochraceiventris,Nephel_ochven_L8296,Nephelomyias ochraceiventris,-,Nephelomyias_ochraceiventris,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Nephelomyias,pulcher,bellus,Nephelomyias pulcher,Nephelomyias pulcher bellus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Nephelomyias,pulcher,oblitus,Nephelomyias pulcher,Nephelomyias pulcher oblitus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Nephelomyias,pulcher,pulcher,Nephelomyias pulcher,Nephelomyias pulcher pulcher,Nephel_pulher_H2495,Nephelomyias pulcher,pulcher,Nephelomyias_pulcher,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
